batch_id,fish_species,has_temperature_telemetry,temperature_reading_count,current_temperature,average_temperature,minimum_temperature,maximum_temperature,air_temperature,humidity,storage_duration_hours,transport_duration_hours,time_above_limit_minutes,temperature_violation_count,time_since_catch_hours,spoilage_risk
SYNTH-BATCH-000126,Tilapia,True,76,6.16,6.46,6.16,8.96,5.21,,60.28,14.79,887.32,75,60.28,MEDIUM
SYNTH-BATCH-000126,Tilapia,True,128,5.3,5.76,5.3,7.51,5.55,68.13,80.38,28.4,1384.0,103,80.38,HIGH
SYNTH-BATCH-000127,Snapper,True,42,0.6,-0.31,-2.25,2.96,1.62,66.46,37.69,7.28,0.0,0,37.69,LOW
SYNTH-BATCH-000127,Snapper,True,121,0.12,0.9,-1.29,1.23,-0.43,63.67,75.39,23.35,0.0,2,75.39,LOW
SYNTH-BATCH-000127,Snapper,True,249,1.63,1.2,0.15,3.0,-0.42,71.25,113.08,43.86,0.0,0,113.08,LOW
SYNTH-BATCH-000127,Snapper,True,176,3.48,2.81,1.84,4.58,2.65,68.52,150.78,72.54,972.69,38,150.78,MEDIUM
SYNTH-BATCH-000128,Tilapia,True,26,-0.0,-0.19,-2.59,1.94,-1.77,69.93,18.35,5.75,0.0,1,18.35,LOW
SYNTH-BATCH-000128,Tilapia,True,57,1.32,1.32,-1.24,4.97,0.31,76.5,36.7,12.06,54.71,3,36.7,LOW
SYNTH-BATCH-000128,Tilapia,True,39,1.13,1.46,1.13,3.56,-1.67,,55.05,8.07,0.0,0,55.05,LOW
SYNTH-BATCH-000128,Tilapia,True,192,2.35,2.46,-0.17,5.38,0.77,74.39,73.4,38.51,568.78,47,73.4,MEDIUM
SYNTH-BATCH-000129,Other,True,10,3.22,2.39,0.29,5.29,1.1,98.72,9.84,1.88,25.93,1,9.84,LOW
SYNTH-BATCH-000129,Other,True,7,4.44,2.96,1.42,4.53,-0.12,93.85,19.67,3.83,54.57,3,19.67,LOW
SYNTH-BATCH-000129,Other,True,15,4.1,4.06,3.74,7.56,2.52,94.6,29.51,7.08,259.96,8,29.51,MEDIUM
SYNTH-BATCH-000129,Other,True,30,0.29,1.44,-0.29,2.98,3.89,95.26,39.35,19.32,0.0,0,39.35,LOW
SYNTH-BATCH-000130,Sardine,True,64,4.83,6.75,4.3,9.59,9.61,76.97,39.4,18.67,1120.2,64,39.4,HIGH
SYNTH-BATCH-000130,Sardine,True,96,5.96,5.78,5.13,6.58,8.37,85.57,78.8,19.42,862.85,71,78.8,HIGH
SYNTH-BATCH-000130,Sardine,True,61,6.19,6.52,4.92,9.77,8.96,78.46,118.2,24.48,1468.67,60,118.2,HIGH
SYNTH-BATCH-000130,Sardine,True,115,7.58,6.94,6.55,8.94,7.92,76.02,157.59,28.81,1728.6,114,157.59,HIGH
SYNTH-BATCH-000131,Tuna,True,24,8.74,7.96,6.29,10.16,5.1,65.78,24.68,7.84,470.34,24,24.68,MEDIUM
SYNTH-BATCH-000131,Tuna,True,48,6.76,8.49,6.51,8.8,7.33,64.2,49.36,19.9,1193.73,48,49.36,HIGH
SYNTH-BATCH-000131,Tuna,True,134,9.1,8.97,7.06,12.05,8.97,69.58,74.03,29.5,1769.91,132,74.03,HIGH
SYNTH-BATCH-000131,Tuna,True,24,10.82,10.03,8.8,13.29,11.0,68.21,98.71,11.97,718.14,24,98.71,HIGH
SYNTH-BATCH-000132,Other,True,52,1.02,0.61,0.14,2.2,2.3,69.98,31.29,11.63,0.0,1,31.29,LOW
SYNTH-BATCH-000132,Other,True,107,1.28,0.96,-1.44,2.65,3.6,66.38,62.58,32.54,0.0,0,62.58,LOW
SYNTH-BATCH-000132,Other,True,56,2.34,1.31,-0.63,2.88,2.03,68.65,93.88,13.53,0.0,0,93.88,LOW
SYNTH-BATCH-000132,Other,True,81,-0.77,0.09,-2.63,2.24,0.97,66.15,125.17,18.97,0.0,0,125.17,LOW
SYNTH-BATCH-000133,Sardine,True,21,8.76,8.04,5.82,11.79,9.68,78.18,36.52,4.55,272.77,21,36.52,HIGH
SYNTH-BATCH-000133,Sardine,True,91,8.29,7.97,6.07,11.72,7.44,78.89,73.03,29.02,1741.07,91,73.03,HIGH
SYNTH-BATCH-000133,Sardine,True,111,7.74,7.31,5.93,11.51,8.56,76.44,109.55,57.75,3464.76,110,109.55,HIGH
SYNTH-BATCH-000133,Sardine,True,207,9.92,8.57,6.47,12.64,10.12,78.67,146.06,60.04,3602.4,207,146.06,HIGH
SYNTH-BATCH-000134,Other,True,81,6.45,7.49,6.16,10.53,9.37,78.83,33.13,16.67,1000.12,81,33.13,HIGH
SYNTH-BATCH-000134,Other,True,53,7.6,7.53,5.87,9.57,2.79,79.24,66.26,17.49,1049.4,53,66.26,HIGH
SYNTH-BATCH-000134,Other,True,79,8.42,7.25,6.97,10.45,8.05,76.83,99.39,15.13,907.69,79,99.39,HIGH
SYNTH-BATCH-000134,Other,True,138,9.44,9.65,8.53,10.8,6.35,75.31,132.53,42.4,2543.92,138,132.53,HIGH
SYNTH-BATCH-000135,Tuna,True,17,7.45,7.28,5.3,9.96,5.3,96.78,24.65,5.06,303.6,17,24.65,HIGH
SYNTH-BATCH-000135,Tuna,True,32,5.29,5.83,3.66,8.61,7.43,90.63,49.29,17.03,928.65,30,49.29,MEDIUM
SYNTH-BATCH-000135,Tuna,False,0,,,,,9.86,94.88,73.94,16.23,0.0,0,73.94,MEDIUM
SYNTH-BATCH-000135,Tuna,False,0,,,,,11.71,90.31,98.58,29.93,0.0,0,98.58,LOW
SYNTH-BATCH-000136,Tuna,True,69,3.31,2.28,-0.15,3.78,3.12,63.5,38.62,19.25,110.52,7,38.62,LOW
SYNTH-BATCH-000136,Tuna,True,33,3.34,2.85,1.53,3.34,1.04,61.8,77.25,14.78,115.1,4,77.25,LOW
SYNTH-BATCH-000136,Tuna,True,63,2.43,1.34,-1.18,3.44,1.45,59.08,115.87,33.81,0.0,0,115.87,LOW
SYNTH-BATCH-000136,Tuna,True,145,2.14,2.66,2.14,5.57,2.81,64.12,154.49,38.29,654.89,40,154.49,MEDIUM
SYNTH-BATCH-000137,Tilapia,True,2,-0.64,-0.26,-0.96,3.59,-3.66,93.35,11.45,1.47,0.0,0,11.45,LOW
SYNTH-BATCH-000137,Tilapia,True,25,-0.13,0.66,-1.13,2.9,-0.15,92.44,22.9,5.55,0.0,4,22.9,LOW
SYNTH-BATCH-000137,Tilapia,True,73,-0.43,-1.0,-2.71,0.03,1.58,90.86,34.35,13.01,0.0,0,34.35,LOW
SYNTH-BATCH-000137,Tilapia,True,108,-1.64,-0.58,-1.64,3.31,-2.16,92.81,45.8,24.33,0.0,0,45.8,LOW
SYNTH-BATCH-000138,Other,True,22,10.45,9.84,9.06,11.45,8.35,76.38,23.12,5.43,325.58,21,23.12,HIGH
SYNTH-BATCH-000138,Other,True,60,10.23,9.7,8.25,12.03,10.87,77.8,46.24,11.59,695.1,60,46.24,HIGH
SYNTH-BATCH-000138,Other,True,28,7.91,7.15,5.45,9.73,8.64,77.96,69.35,10.31,618.42,28,69.35,HIGH
SYNTH-BATCH-000138,Other,True,52,10.71,9.59,9.25,12.95,9.29,76.91,92.47,21.28,1276.54,49,92.47,HIGH
SYNTH-BATCH-000139,Tilapia,True,3,2.75,2.62,1.29,3.03,4.75,78.82,4.98,0.9,4.15,0,4.98,LOW
SYNTH-BATCH-000139,Tilapia,True,4,5.02,3.22,1.44,6.66,1.63,72.55,9.97,1.6,42.15,1,9.97,LOW
SYNTH-BATCH-000139,Tilapia,False,0,,,,,1.77,74.0,14.95,5.81,0.0,0,14.95,LOW
SYNTH-BATCH-000139,Tilapia,True,57,5.29,3.84,2.46,6.23,1.08,77.57,19.93,9.74,279.62,27,19.93,LOW
SYNTH-BATCH-000140,Tuna,True,49,4.76,3.68,3.26,5.74,5.58,59.88,26.31,9.2,231.96,22,26.31,LOW
SYNTH-BATCH-000140,Tuna,True,18,2.06,1.98,1.3,5.85,1.73,58.61,52.62,10.29,139.5,4,52.62,LOW
SYNTH-BATCH-000140,Tuna,True,194,3.99,4.26,3.6,7.92,3.18,60.6,78.93,41.93,1671.2,127,78.93,MEDIUM
SYNTH-BATCH-000140,Tuna,True,69,6.44,5.3,4.72,7.08,2.8,65.26,105.24,38.3,1658.64,49,105.24,HIGH
SYNTH-BATCH-000141,Snapper,True,39,8.25,7.9,7.66,8.71,7.6,82.04,26.52,10.83,649.68,39,26.52,HIGH
SYNTH-BATCH-000141,Snapper,True,73,6.69,7.3,4.87,9.83,6.92,84.83,53.05,12.2,732.0,72,53.05,HIGH
SYNTH-BATCH-000141,Snapper,True,135,8.46,7.75,5.36,8.56,7.73,86.38,79.57,41.0,2459.93,135,79.57,HIGH
SYNTH-BATCH-000141,Snapper,True,183,9.22,8.85,8.65,11.76,10.48,80.79,106.09,50.41,3024.6,182,106.09,HIGH
SYNTH-BATCH-000142,Tilapia,True,22,1.31,1.9,1.22,3.41,4.6,68.66,13.16,3.84,4.7,0,13.16,LOW
SYNTH-BATCH-000142,Tilapia,True,27,1.77,2.92,1.68,4.27,2.24,63.52,26.33,7.68,97.97,6,26.33,LOW
SYNTH-BATCH-000142,Tilapia,True,55,5.01,3.99,3.24,7.12,4.2,65.64,39.49,20.5,698.44,30,39.49,MEDIUM
SYNTH-BATCH-000142,Tilapia,True,140,4.02,5.32,4.0,9.33,-1.34,62.94,52.66,24.38,1323.28,127,52.66,HIGH
SYNTH-BATCH-000143,Tuna,True,64,5.19,4.85,4.62,7.54,7.77,61.66,37.26,14.32,606.2,45,37.26,MEDIUM
SYNTH-BATCH-000143,Tuna,True,138,5.3,6.15,5.3,9.34,6.3,59.94,74.51,29.37,1762.02,138,74.51,HIGH
SYNTH-BATCH-000143,Tuna,True,97,8.26,7.74,6.54,9.03,7.03,57.53,111.77,51.83,3109.66,97,111.77,HIGH
SYNTH-BATCH-000143,Tuna,True,374,8.62,7.84,5.82,9.08,9.61,58.59,149.02,70.66,4239.6,374,149.02,HIGH
SYNTH-BATCH-000144,Tuna,True,6,3.55,2.57,0.43,6.28,8.83,66.48,13.88,2.13,42.28,1,13.88,LOW
SYNTH-BATCH-000144,Tuna,True,8,4.21,4.23,1.84,7.89,2.48,67.52,27.77,3.36,132.64,4,27.77,MEDIUM
SYNTH-BATCH-000144,Tuna,True,29,4.65,4.94,2.6,7.5,2.09,70.82,41.65,11.08,473.7,20,41.65,MEDIUM
SYNTH-BATCH-000144,Tuna,True,66,3.66,5.02,3.66,8.31,3.63,69.28,55.54,12.77,602.69,51,55.54,MEDIUM
SYNTH-BATCH-000145,Other,True,9,4.68,4.94,4.47,8.39,5.86,91.53,7.79,1.96,92.1,8,7.79,MEDIUM
SYNTH-BATCH-000145,Other,True,6,8.18,5.84,5.5,8.18,6.43,87.39,15.58,3.09,161.98,4,15.58,MEDIUM
SYNTH-BATCH-000145,Other,True,55,5.61,5.9,5.61,6.38,4.55,87.38,23.38,12.08,535.31,42,23.38,MEDIUM
SYNTH-BATCH-000145,Other,True,26,5.18,5.42,3.36,9.28,6.83,89.97,31.17,11.94,653.39,24,31.17,HIGH
SYNTH-BATCH-000146,Tilapia,True,18,0.56,0.19,-1.14,0.56,0.99,73.12,12.94,3.46,0.0,2,12.94,LOW
SYNTH-BATCH-000146,Tilapia,False,0,,,,,2.26,77.07,25.88,13.86,0.0,0,25.88,LOW
SYNTH-BATCH-000146,Tilapia,True,68,2.35,1.51,-0.49,5.63,2.04,73.52,38.81,12.23,110.73,10,38.81,LOW
SYNTH-BATCH-000146,Tilapia,True,14,0.98,1.47,0.98,4.58,1.17,74.09,51.75,6.24,23.58,0,51.75,LOW
SYNTH-BATCH-000147,Sardine,True,39,2.33,2.76,2.33,5.66,3.28,,36.06,14.07,256.61,13,36.06,MEDIUM
SYNTH-BATCH-000147,Sardine,True,113,4.45,3.92,3.56,8.08,4.01,72.77,72.13,26.24,1002.87,71,72.13,HIGH
SYNTH-BATCH-000147,Sardine,True,93,1.99,2.59,-0.02,6.14,4.16,78.99,108.19,29.84,576.12,31,108.19,MEDIUM
SYNTH-BATCH-000147,Sardine,True,62,4.38,3.02,2.28,6.79,2.19,74.13,144.26,39.17,1000.73,29,144.26,HIGH
SYNTH-BATCH-000148,Mackerel,True,39,7.21,7.73,5.97,10.4,6.42,80.36,40.66,7.47,448.2,38,40.66,HIGH
SYNTH-BATCH-000148,Mackerel,True,173,7.35,6.92,4.2,8.61,6.72,83.67,81.33,37.13,2227.8,172,81.33,HIGH
SYNTH-BATCH-000148,Mackerel,True,86,6.75,7.97,6.75,10.7,7.35,82.72,121.99,15.54,932.4,86,121.99,HIGH
SYNTH-BATCH-000148,Mackerel,True,171,8.76,8.23,5.99,11.32,9.4,83.0,162.66,63.23,3793.8,171,162.66,HIGH
SYNTH-BATCH-000149,Tilapia,True,46,3.25,2.47,1.68,3.25,1.7,,41.09,14.67,67.27,6,41.09,LOW
SYNTH-BATCH-000149,Tilapia,False,0,,,,,3.43,73.85,82.17,40.26,0.0,0,82.17,MEDIUM
SYNTH-BATCH-000149,Tilapia,True,106,2.67,2.38,1.22,3.2,1.19,77.35,123.26,42.46,158.26,7,123.26,MEDIUM
SYNTH-BATCH-000149,Tilapia,True,152,3.23,2.51,1.5,6.54,0.46,71.81,164.35,61.37,1269.03,52,164.35,HIGH
SYNTH-BATCH-000150,Sardine,True,11,7.29,7.1,5.57,8.69,6.78,90.98,19.85,3.01,180.37,11,19.85,MEDIUM
SYNTH-BATCH-000150,Sardine,True,74,7.67,7.62,6.88,9.08,6.91,98.94,39.71,16.57,994.2,74,39.71,HIGH
SYNTH-BATCH-000150,Sardine,True,89,6.66,6.15,3.72,9.03,9.37,92.63,59.56,32.2,1894.61,88,59.56,HIGH
SYNTH-BATCH-000150,Sardine,True,248,6.11,6.95,4.71,11.02,7.15,99.33,79.42,42.13,2527.8,248,79.42,HIGH
SYNTH-BATCH-000151,Tilapia,True,11,4.84,5.72,4.81,6.81,5.37,84.29,18.53,6.1,275.1,8,18.53,MEDIUM
SYNTH-BATCH-000151,Tilapia,True,36,4.72,3.21,1.01,6.82,3.09,87.09,37.07,16.75,453.58,16,37.07,MEDIUM
SYNTH-BATCH-000151,Tilapia,True,30,4.19,5.72,4.11,9.52,5.24,85.01,55.6,7.28,422.99,29,55.6,HIGH
SYNTH-BATCH-000151,Tilapia,True,135,3.67,4.3,3.67,7.81,4.47,85.7,74.14,24.28,963.62,88,74.14,HIGH
SYNTH-BATCH-000152,Other,True,16,5.36,5.69,5.36,9.84,5.34,82.41,28.69,8.89,527.97,16,28.69,MEDIUM
SYNTH-BATCH-000152,Other,True,76,7.87,7.69,7.12,11.05,4.6,87.37,57.37,29.07,1744.2,76,57.37,HIGH
SYNTH-BATCH-000152,Other,True,102,6.22,5.71,3.99,7.2,8.18,85.69,86.06,25.56,1198.46,80,86.06,HIGH
SYNTH-BATCH-000152,Other,True,43,8.26,7.92,6.2,11.57,6.04,82.8,114.75,22.58,1354.8,43,114.75,HIGH
SYNTH-BATCH-000153,Tilapia,True,38,3.6,4.07,1.44,6.83,3.22,88.22,25.25,10.0,333.17,22,25.25,MEDIUM
SYNTH-BATCH-000153,Tilapia,True,83,6.27,5.91,5.01,6.89,1.91,86.96,50.5,21.61,1011.56,66,50.5,MEDIUM
SYNTH-BATCH-000153,Tilapia,True,55,7.27,6.09,3.52,7.27,4.3,89.65,75.75,35.49,1772.57,44,75.75,HIGH
SYNTH-BATCH-000153,Tilapia,True,73,6.45,5.12,3.15,7.74,2.98,,101.0,44.57,2014.33,54,101.0,HIGH
SYNTH-BATCH-000154,Tuna,True,50,4.96,3.59,2.44,7.0,3.23,92.4,39.02,20.05,615.24,26,39.02,MEDIUM
SYNTH-BATCH-000154,Tuna,True,139,5.3,3.51,1.93,5.74,1.07,96.5,78.05,24.1,578.74,58,78.05,MEDIUM
SYNTH-BATCH-000154,Tuna,True,359,5.6,3.83,1.64,7.96,3.5,94.4,117.07,63.99,2365.91,222,117.07,HIGH
SYNTH-BATCH-000154,Tuna,True,256,3.49,3.1,1.5,5.8,1.07,85.64,156.1,50.25,1074.96,89,156.1,MEDIUM
SYNTH-BATCH-000155,Tilapia,True,10,7.31,7.45,5.3,10.82,10.39,,11.84,2.24,134.4,10,11.84,HIGH
SYNTH-BATCH-000155,Tilapia,True,26,8.7,7.56,6.08,11.63,6.91,61.31,23.69,5.32,319.2,25,23.69,HIGH
SYNTH-BATCH-000155,Tilapia,True,66,7.54,7.45,4.82,10.99,6.16,62.25,35.53,14.46,867.38,66,35.53,HIGH
SYNTH-BATCH-000155,Tilapia,True,33,8.12,7.23,4.61,8.4,6.75,60.09,47.37,10.66,639.6,33,47.37,HIGH
SYNTH-BATCH-000156,Tilapia,True,72,4.91,4.46,2.8,8.17,5.39,66.19,37.42,12.79,544.01,51,37.42,MEDIUM
SYNTH-BATCH-000156,Tilapia,True,66,6.33,5.96,5.1,8.36,7.92,65.15,74.83,18.91,1025.25,60,74.83,HIGH
SYNTH-BATCH-000156,Tilapia,True,84,4.69,5.64,4.17,6.02,,60.92,112.25,30.49,1241.78,58,112.25,HIGH
SYNTH-BATCH-000156,Tilapia,True,147,5.55,5.27,4.84,7.94,4.82,59.22,149.66,78.82,3727.19,115,149.66,HIGH
SYNTH-BATCH-000157,Sardine,True,26,10.42,9.14,8.38,12.9,9.43,70.77,28.06,11.34,680.4,24,28.06,HIGH
SYNTH-BATCH-000157,Sardine,True,112,8.86,8.37,7.15,12.4,5.86,68.57,56.12,28.6,1715.9,111,56.12,HIGH
SYNTH-BATCH-000157,Sardine,True,96,11.05,9.6,6.86,13.76,8.59,61.76,84.18,23.37,1402.2,96,84.18,HIGH
SYNTH-BATCH-000157,Sardine,True,84,10.94,10.98,10.62,14.66,8.8,66.18,112.24,14.33,859.61,82,112.24,HIGH
SYNTH-BATCH-000158,Other,True,28,2.84,1.95,0.66,2.84,3.09,76.84,39.17,17.46,0.0,0,39.17,LOW
SYNTH-BATCH-000158,Other,True,114,3.46,2.65,1.63,4.99,4.08,84.46,78.34,23.52,334.72,26,78.34,LOW
SYNTH-BATCH-000158,Other,True,53,2.37,2.78,1.89,4.08,-0.65,83.56,117.51,21.6,233.18,9,117.51,MEDIUM
SYNTH-BATCH-000158,Other,True,431,3.24,2.57,1.9,3.5,2.81,83.07,156.68,77.68,507.9,47,156.68,MEDIUM
SYNTH-BATCH-000159,Sardine,True,42,5.64,4.89,3.29,6.98,5.67,72.7,40.95,12.52,499.83,29,40.95,MEDIUM
SYNTH-BATCH-000159,Sardine,True,121,5.81,5.12,2.82,5.81,2.75,68.11,81.91,43.74,1571.5,69,81.91,HIGH
SYNTH-BATCH-000159,Sardine,True,100,5.98,6.99,5.15,9.12,6.56,71.51,122.86,29.12,1747.2,100,122.86,HIGH
SYNTH-BATCH-000159,Sardine,True,98,8.99,7.21,4.55,10.56,1.82,75.83,163.82,34.53,2071.6,97,163.82,HIGH
SYNTH-BATCH-000160,Other,True,11,6.2,6.51,5.59,7.44,5.86,65.19,19.64,6.95,373.56,8,19.64,MEDIUM
SYNTH-BATCH-000160,Other,True,60,8.72,7.64,5.2,8.72,4.24,60.98,39.28,12.04,722.24,60,39.28,HIGH
SYNTH-BATCH-000160,Other,True,86,10.01,9.53,9.17,13.62,6.86,54.73,58.92,18.78,1126.8,85,58.92,HIGH
SYNTH-BATCH-000160,Other,True,108,7.68,6.58,5.25,10.29,6.52,58.01,78.56,27.96,1677.44,106,78.56,HIGH
SYNTH-BATCH-000161,Sardine,True,47,2.49,3.1,2.49,5.08,4.6,81.54,35.46,13.83,247.91,16,35.46,LOW
SYNTH-BATCH-000161,Sardine,True,52,3.45,4.35,2.42,6.8,0.43,85.7,70.92,27.75,975.93,31,70.92,HIGH
SYNTH-BATCH-000161,Sardine,True,95,5.41,6.3,3.72,9.2,4.06,84.08,106.38,31.11,1866.6,95,106.38,HIGH
SYNTH-BATCH-000161,Sardine,True,126,7.46,7.15,5.91,10.97,5.85,81.54,141.84,59.06,3543.52,126,141.84,HIGH
SYNTH-BATCH-000162,Tuna,True,50,9.16,8.54,6.71,11.59,8.36,65.99,20.9,11.12,666.97,49,20.9,HIGH
SYNTH-BATCH-000162,Tuna,True,34,8.49,8.67,6.66,10.71,9.3,63.55,41.8,10.3,618.0,33,41.8,HIGH
SYNTH-BATCH-000162,Tuna,True,28,5.61,6.33,4.22,7.09,13.38,60.2,62.71,9.4,476.98,26,62.71,MEDIUM
SYNTH-BATCH-000162,Tuna,True,236,6.97,7.34,5.63,11.5,8.08,69.05,83.61,44.8,2687.92,236,83.61,HIGH
SYNTH-BATCH-000163,Snapper,True,21,4.23,2.91,0.98,4.23,5.1,96.43,31.21,5.28,65.68,4,31.21,LOW
SYNTH-BATCH-000163,Snapper,True,166,6.13,4.26,3.12,7.24,4.86,91.74,62.41,28.39,1039.69,101,62.41,MEDIUM
SYNTH-BATCH-000163,Snapper,True,79,3.23,3.3,2.39,4.28,2.28,94.7,93.62,14.93,230.91,21,93.62,MEDIUM
SYNTH-BATCH-000163,Snapper,True,302,2.86,3.26,2.38,5.06,5.75,94.17,124.82,62.39,1183.05,98,124.82,MEDIUM
SYNTH-BATCH-000164,Snapper,True,32,5.29,5.11,4.38,8.55,3.45,80.99,15.26,6.04,296.44,26,15.26,MEDIUM
SYNTH-BATCH-000164,Snapper,True,31,6.03,4.54,2.63,6.03,3.05,85.59,30.52,16.43,538.82,17,30.52,MEDIUM
SYNTH-BATCH-000164,Snapper,True,35,6.02,5.34,5.04,8.77,5.54,82.01,45.77,9.77,505.25,31,45.77,MEDIUM
SYNTH-BATCH-000164,Snapper,True,52,7.16,5.73,5.32,9.18,7.22,80.68,61.03,19.45,1099.32,48,61.03,HIGH
SYNTH-BATCH-000165,Other,True,10,4.23,4.44,3.25,5.25,4.26,66.76,11.57,3.9,110.56,5,11.57,LOW
SYNTH-BATCH-000165,Other,False,0,,,,,4.95,61.28,23.14,7.82,0.0,0,23.14,MEDIUM
SYNTH-BATCH-000165,Other,True,33,2.18,3.18,1.73,3.69,6.44,60.12,34.7,13.75,162.97,7,34.7,LOW
SYNTH-BATCH-000165,Other,True,48,6.9,6.85,5.04,7.36,5.47,61.68,46.27,18.24,1019.09,42,46.27,HIGH
SYNTH-BATCH-000166,Tuna,True,79,1.62,2.33,0.11,5.29,4.8,86.79,34.47,17.15,229.37,19,34.47,LOW
SYNTH-BATCH-000166,Tuna,True,27,2.33,3.0,2.33,3.53,5.31,89.88,68.94,14.94,145.32,4,68.94,LOW
SYNTH-BATCH-000166,Tuna,True,74,4.07,4.67,3.85,7.7,0.92,84.83,103.42,13.54,565.42,53,103.42,HIGH
SYNTH-BATCH-000166,Tuna,True,411,6.33,5.2,3.64,8.91,1.04,90.09,137.89,71.13,3655.46,354,137.89,HIGH
SYNTH-BATCH-000167,Sardine,True,71,1.82,1.46,-1.13,5.08,1.47,80.4,35.72,12.29,74.94,8,35.72,LOW
SYNTH-BATCH-000167,Sardine,True,108,1.85,1.82,-0.98,5.12,0.36,82.23,71.45,21.32,189.23,15,71.45,LOW
SYNTH-BATCH-000167,Sardine,True,38,3.33,1.06,0.17,3.33,-0.86,85.32,107.17,18.76,0.0,0,107.17,LOW
SYNTH-BATCH-000167,Sardine,True,142,2.91,3.73,1.31,7.16,-0.48,84.53,142.89,28.85,935.87,76,142.89,HIGH
SYNTH-BATCH-000168,Sardine,True,27,2.44,2.77,2.44,4.67,2.06,92.37,34.51,6.53,88.27,5,34.51,LOW
SYNTH-BATCH-000168,Sardine,True,22,4.17,3.72,1.73,6.53,-1.43,93.86,69.02,12.67,372.01,10,69.02,MEDIUM
SYNTH-BATCH-000168,Sardine,True,120,1.46,1.68,1.46,2.87,3.47,99.03,103.53,26.35,0.0,0,103.53,MEDIUM
SYNTH-BATCH-000168,Sardine,True,203,2.79,1.98,1.24,3.12,5.43,93.26,138.04,56.54,22.42,3,138.04,MEDIUM
SYNTH-BATCH-000169,Other,True,7,8.53,8.76,8.53,10.19,11.01,79.1,6.97,2.33,139.8,4,6.97,MEDIUM
SYNTH-BATCH-000169,Other,True,12,7.95,8.28,7.54,10.33,11.24,79.46,13.94,5.28,316.8,9,13.94,HIGH
SYNTH-BATCH-000169,Other,True,46,8.7,9.23,6.5,12.62,10.32,80.2,20.91,7.65,459.0,44,20.91,HIGH
SYNTH-BATCH-000169,Other,True,27,8.1,7.54,6.47,8.94,8.1,81.16,27.88,8.77,526.2,25,27.88,MEDIUM
SYNTH-BATCH-000170,Mackerel,True,3,8.4,8.02,7.03,8.4,8.52,59.66,5.84,1.02,61.2,1,5.84,MEDIUM
SYNTH-BATCH-000170,Mackerel,True,7,6.13,6.81,5.04,8.5,6.2,60.86,11.68,1.92,115.2,7,11.68,MEDIUM
SYNTH-BATCH-000170,Mackerel,True,31,6.9,7.8,5.81,8.49,9.75,59.34,17.51,7.57,453.99,31,17.51,MEDIUM
SYNTH-BATCH-000170,Mackerel,True,36,8.84,8.13,7.28,11.37,6.89,65.39,23.35,12.37,742.2,36,23.35,HIGH
SYNTH-BATCH-000171,Snapper,True,72,8.2,7.13,4.99,11.01,7.77,84.3,29.89,12.5,749.76,71,29.89,HIGH
SYNTH-BATCH-000171,Snapper,True,52,7.53,8.68,6.82,11.89,7.03,82.09,59.78,17.44,1046.28,52,59.78,HIGH
SYNTH-BATCH-000171,Snapper,True,80,7.6,9.11,6.81,10.28,10.52,85.58,89.67,15.21,912.57,77,89.67,HIGH
SYNTH-BATCH-000171,Snapper,True,107,8.13,7.7,5.91,10.46,8.74,86.71,119.55,29.25,1755.0,107,119.55,HIGH
SYNTH-BATCH-000172,Mackerel,True,7,5.21,5.46,4.82,5.84,,83.14,14.45,2.07,79.65,4,14.45,MEDIUM
SYNTH-BATCH-000172,Mackerel,True,58,7.9,6.05,4.43,8.83,5.34,82.61,28.9,13.49,771.01,56,28.9,HIGH
SYNTH-BATCH-000172,Mackerel,True,113,7.01,7.28,4.68,9.49,4.68,85.87,43.34,21.18,1270.63,111,43.34,HIGH
SYNTH-BATCH-000172,Mackerel,True,61,5.89,5.14,3.77,9.13,6.01,86.27,57.79,27.4,1426.12,54,57.79,HIGH
SYNTH-BATCH-000173,Mackerel,True,8,1.97,2.73,1.97,6.31,,75.06,5.03,1.97,41.69,1,5.03,LOW
SYNTH-BATCH-000173,Mackerel,True,15,1.95,2.87,0.17,5.34,3.55,72.34,10.07,4.46,78.19,6,10.07,LOW
SYNTH-BATCH-000173,Mackerel,False,0,,,,,1.53,65.85,15.1,7.23,0.0,0,15.1,LOW
SYNTH-BATCH-000173,Mackerel,True,20,3.98,3.77,1.36,7.32,,66.3,20.13,5.9,197.63,11,20.13,MEDIUM
SYNTH-BATCH-000174,Sardine,True,26,4.22,3.94,3.29,6.41,8.09,89.59,11.41,5.18,157.25,13,11.41,MEDIUM
SYNTH-BATCH-000174,Sardine,True,31,5.6,5.01,4.1,7.41,6.51,88.95,22.83,7.18,307.52,23,22.83,MEDIUM
SYNTH-BATCH-000174,Sardine,True,50,6.65,5.79,3.59,7.95,5.45,86.83,34.24,14.82,755.77,44,34.24,MEDIUM
SYNTH-BATCH-000174,Sardine,False,0,,,,,6.53,89.25,45.65,15.15,0.0,0,45.65,LOW
SYNTH-BATCH-000175,Mackerel,True,13,6.07,7.27,6.07,7.93,10.67,64.55,22.46,2.75,164.85,13,22.46,MEDIUM
SYNTH-BATCH-000175,Mackerel,True,29,8.92,8.44,8.23,8.92,8.6,62.19,44.93,13.9,833.94,28,44.93,HIGH
SYNTH-BATCH-000175,Mackerel,True,14,9.42,9.25,8.53,11.2,6.81,61.98,67.39,9.07,544.2,14,67.39,HIGH
